DATE,NDVI_RAW
07/10/2019,0.4904732
08/10/2019,0.4866125
09/10/2019,0.4923187
10/10/2019,0.4871034
11/10/2019,0.4881748
12/10/2019,0.4862257
13/10/2019,0.4867714
14/10/2019,0.5012372
15/10/2019,0.5280426
16/10/2019,0.5440349
17/10/2019,0.5447819
18/10/2019,0.5334527
19/10/2019,0.5310543
20/10/2019,0.5469673
21/10/2019,0.5344654
22/10/2019,0.517009
23/10/2019,0.5353172
24/10/2019,0.5222446
25/10/2019,0.5203588
26/10/2019,0.5436981
27/10/2019,0.5164331
28/10/2019,0.5570606
29/10/2019,0.5649236
30/10/2019,0.5510074
31/10/2019,0.5548306
01/11/2019,0.5542036
02/11/2019,0.5729325
03/11/2019,0.5526245
04/11/2019,0.5507516
05/11/2019,0.552024
06/11/2019,0.5499459
07/11/2019,0.5505984
08/11/2019,0.5430582
09/11/2019,0.5497802
10/11/2019,0.5428407
11/11/2019,0.5438942
12/11/2019,0.540386
13/11/2019,0.5345519
14/11/2019,0.538511
15/11/2019,0.5550532
16/11/2019,0.5287188
17/11/2019,0.5259234
18/11/2019,0.5185271
19/11/2019,0.520997
20/11/2019,0.5094497
21/11/2019,0.5160804
22/11/2019,0.5163333
23/11/2019,0.5206871
24/11/2019,0.5148118
25/11/2019,0.5205179
26/11/2019,0.5123115
27/11/2019,0.5163252
28/11/2019,0.5083752
29/11/2019,0.5165626
30/11/2019,0.5137089
01/12/2019,0.5211891
02/12/2019,0.5134869
03/12/2019,0.5269798
04/12/2019,0.5188572
05/12/2019,0.5162411
06/12/2019,0.5379521
07/12/2019,0.5226569
08/12/2019,0.5207575
09/12/2019,0.5563743
10/12/2019,0.548071
11/12/2019,0.5595047
12/12/2019,0.5678766
13/12/2019,0.5493223
14/12/2019,0.5157576
15/12/2019,0.5524914
16/12/2019,0.520507
17/12/2019,0.5329028
18/12/2019,0.5349211
19/12/2019,0.5253758
20/12/2019,0.5251142
21/12/2019,0.5290638
22/12/2019,0.5345498
23/12/2019,0.5637108
24/12/2019,0.5363212
25/12/2019,0.5691889
26/12/2019,0.6692696
27/12/2019,0.6581609
28/12/2019,0.6795824
29/12/2019,0.6392919
30/12/2019,0.5899582
31/12/2019,0.5930684
01/01/2020,0.603736
02/01/2020,0.6648291
03/01/2020,0.6772388
04/01/2020,0.6051247
05/01/2020,0.7134553
06/01/2020,0.606636
07/01/2020,0.580802
08/01/2020,0.6396307
09/01/2020,0.8378516
10/01/2020,0.663835
11/01/2020,0.6298808
12/01/2020,0.6418101
13/01/2020,0.6251521
14/01/2020,0.6294625
15/01/2020,0.6309142
16/01/2020,0.6692026
17/01/2020,0.6686308
18/01/2020,0.6393005
19/01/2020,0.6956089
20/01/2020,0.667973
21/01/2020,0.6506922
22/01/2020,0.6794172
23/01/2020,0.6454154
24/01/2020,0.6816581
25/01/2020,0.635327
26/01/2020,0.6294059
27/01/2020,0.6345167
28/01/2020,0.6366686
29/01/2020,0.682382
30/01/2020,0.6373339
31/01/2020,0.6472405
01/02/2020,0.6548519
02/02/2020,0.6670241
03/02/2020,0.6383621
04/02/2020,0.6569883
05/02/2020,0.6422978
06/02/2020,0.6355813
07/02/2020,0.6146946
08/02/2020,0.7203646
09/02/2020,0.6628638
10/02/2020,0.6667902
11/02/2020,0.6434608
12/02/2020,0.7716058
13/02/2020,0.6530156
14/02/2020,0.6511908
15/02/2020,0.6460747
16/02/2020,0.6470857
17/02/2020,0.6700408
18/02/2020,0.65488
19/02/2020,0.6634771
20/02/2020,0.6571778
21/02/2020,0.6748533
22/02/2020,0.6370212
23/02/2020,0.6824646
24/02/2020,0.6716463
25/02/2020,0.7029799
26/02/2020,0.6749468
27/02/2020,0.6676666
28/02/2020,0.667284
29/02/2020,0.6701835
01/03/2020,0.6690599
02/03/2020,0.6813688
03/03/2020,0.6708451
04/03/2020,0.6643279
05/03/2020,0.6628411
06/03/2020,0.694019
07/03/2020,0.6780468
08/03/2020,0.6785051
09/03/2020,0.6740482
10/03/2020,0.6724759
11/03/2020,0.6638414
12/03/2020,0.6668217
13/03/2020,0.6921625
14/03/2020,0.6918533
15/03/2020,0.6710043
16/03/2020,0.6646022
17/03/2020,0.6754288
18/03/2020,0.6775303
19/03/2020,0.6657945
20/03/2020,0.6728446
21/03/2020,0.678768
22/03/2020,0.6768783
23/03/2020,0.6712359
24/03/2020,0.6677127
25/03/2020,0.6641241
26/03/2020,0.6594319
27/03/2020,0.6548026
28/03/2020,0.6482823
29/03/2020,0.6655908
30/03/2020,0.6607465
31/03/2020,0.6492465
01/04/2020,0.6794754
02/04/2020,0.6888619
03/04/2020,0.6809778
04/04/2020,0.6789669
05/04/2020,0.6753654
06/04/2020,0.6908371
07/04/2020,0.6870377
08/04/2020,0.6877968
09/04/2020,0.6790934
10/04/2020,0.6976286
11/04/2020,0.6943246
12/04/2020,0.7009706
13/04/2020,0.6978654
14/04/2020,0.6901981
15/04/2020,0.6944382
16/04/2020,0.697209
17/04/2020,0.6817356
18/04/2020,0.6861661
19/04/2020,0.6855437
20/04/2020,0.6874905
21/04/2020,0.6890777
22/04/2020,0.6870478
23/04/2020,0.6715686
24/04/2020,0.654258
25/04/2020,0.6942565
