DATE,NDVI_RAW
10/10/2020,0.2873157
11/10/2020,0.2848336
12/10/2020,0.2841312
13/10/2020,0.2837719
14/10/2020,0.2799828
15/10/2020,0.2858798
16/10/2020,0.2852711
17/10/2020,0.2845716
18/10/2020,0.2874214
19/10/2020,0.2866146
20/10/2020,0.2816887
21/10/2020,0.2875745
22/10/2020,0.2849022
23/10/2020,0.2829188
24/10/2020,0.2776632
25/10/2020,0.2811083
26/10/2020,0.2816096
27/10/2020,0.2848266
28/10/2020,0.2846707
29/10/2020,0.285823
30/10/2020,0.2888099
31/10/2020,0.2846949
01/11/2020,0.2868852
02/11/2020,0.2959752
03/11/2020,0.2893983
04/11/2020,0.2401584
05/11/2020,0.3347403
06/11/2020,0.3364393
07/11/2020,0.3352192
08/11/2020,0.3174634
09/11/2020,0.3332353
10/11/2020,0.3347699
11/11/2020,0.3374812
12/11/2020,0.3442408
13/11/2020,0.3439914
14/11/2020,0.3389474
15/11/2020,0.3309394
16/11/2020,0.3675242
17/11/2020,0.3666501
18/11/2020,0.365785
19/11/2020,0.3665415
20/11/2020,0.2263258
21/11/2020,0.2937708
22/11/2020,0.3893417
23/11/2020,0.3911923
24/11/2020,0.3930375
25/11/2020,0.3949642
26/11/2020,0.4383207
27/11/2020,0.4125671
28/11/2020,0.386173
29/11/2020,0.4161134
30/11/2020,0.4181983
01/12/2020,0.42204
02/12/2020,0.4251165
03/12/2020,0.430722
04/12/2020,0.4369698
05/12/2020,0.4506523
06/12/2020,0.4503889
07/12/2020,0.4398021
08/12/2020,0.4449858
09/12/2020,0.4587086
10/12/2020,0.4657205
11/12/2020,0.467004
12/12/2020,0.4620567
13/12/2020,0.455789
14/12/2020,0.4552687
15/12/2020,0.4549396
16/12/2020,0.4516118
17/12/2020,0.3135038
18/12/2020,0.4940387
19/12/2020,0.4941866
20/12/2020,0.4965338
21/12/2020,0.494194
22/12/2020,0.4965383
23/12/2020,0.5047156
24/12/2020,0.5081651
25/12/2020,0.5085233
26/12/2020,0.5054665
27/12/2020,0.5077514
28/12/2020,0.5060769
29/12/2020,0.5053076
30/12/2020,0.5049188
31/12/2020,0.5060484
01/01/2021,0.5047023
02/01/2021,0.4982237
03/01/2021,0.5015085
04/01/2021,0.5034766
05/01/2021,0.5009003
06/01/2021,0.4983972
07/01/2021,0.4991747
08/01/2021,0.4984273
09/01/2021,0.4944295
10/01/2021,0.4953497
11/01/2021,0.494521
12/01/2021,0.4922387
13/01/2021,0.4798708
14/01/2021,0.5310575
15/01/2021,0.4820972
16/01/2021,0.4995797
17/01/2021,0.4431238
18/01/2021,0.4652743
19/01/2021,0.5294048
20/01/2021,0.4392274
21/01/2021,0.5201358
22/01/2021,0.5186772
23/01/2021,0.5106639
24/01/2021,0.5148289
25/01/2021,0.5070475
26/01/2021,0.5017735
27/01/2021,0.4974509
28/01/2021,0.5090817
29/01/2021,0.5175392
30/01/2021,0.5286928
31/01/2021,0.5089735
01/02/2021,0.5254866
02/02/2021,0.5165377
03/02/2021,0.5130127
04/02/2021,0.5168585
05/02/2021,0.5151944
06/02/2021,0.5343872
07/02/2021,0.5317369
08/02/2021,0.5246446
09/02/2021,0.5254861
10/02/2021,0.5293147
11/02/2021,0.5213886
12/02/2021,0.5255719
13/02/2021,0.5308825
14/02/2021,0.525981
15/02/2021,0.5012481
16/02/2021,0.4910215
17/02/2021,0.5641266
18/02/2021,0.5160145
19/02/2021,0.6110986
20/02/2021,0.5195078
21/02/2021,0.5370201
22/02/2021,0.5328405
23/02/2021,0.5301188
24/02/2021,0.5303965
25/02/2021,0.5334247
26/02/2021,0.533107
27/02/2021,0.5306438
28/02/2021,0.5310313
01/03/2021,0.4729237
02/03/2021,0.5162898
03/03/2021,0.506125
04/03/2021,0.2698721
05/03/2021,0.5017883
06/03/2021,0.5152425
07/03/2021,0.4892455
08/03/2021,0.5059584
09/03/2021,0.4999892
10/03/2021,0.4937516
11/03/2021,0.4814717
12/03/2021,0.4976276
13/03/2021,0.4964402
14/03/2021,0.4852638
15/03/2021,0.4857901
16/03/2021,0.4821251
17/03/2021,0.4796651
18/03/2021,0.4709738
19/03/2021,0.4622317
20/03/2021,0.4525394
21/03/2021,0.4528629
22/03/2021,0.4240512
23/03/2021,0.4066683
24/03/2021,0.4337854
25/03/2021,0.4430236
26/03/2021,0.4143807
27/03/2021,0.4383031
28/03/2021,0.4379321
29/03/2021,0.4276125
30/03/2021,0.4218975
31/03/2021,0.4198056
01/04/2021,0.4177232
02/04/2021,0.4322888
03/04/2021,0.4170385
04/04/2021,0.4163969
05/04/2021,0.4039895
06/04/2021,0.399334
07/04/2021,0.395193
08/04/2021,0.3950789
09/04/2021,0.4024158
10/04/2021,0.3932523
11/04/2021,0.4061289
12/04/2021,0.3790146
13/04/2021,0.415304
14/04/2021,0.4116746
15/04/2021,0.2591277
16/04/2021,0.4004541
17/04/2021,0.3974331
18/04/2021,0.2535816
19/04/2021,0.3889307
20/04/2021,0.3911453
21/04/2021,0.3960968
22/04/2021,0.3936448
23/04/2021,0.3830271
24/04/2021,0.3852295
25/04/2021,0.3892708
26/04/2021,0.390767
27/04/2021,0.3929884
28/04/2021,0.3825809
29/04/2021,0.3868844
30/04/2021,0.3823142
01/05/2021,0.3801614
02/05/2021,0.377987
03/05/2021,0.3763061
04/05/2021,0.3727688
05/05/2021,0.3711168
06/05/2021,0.0859511
07/05/2021,0.3659048
08/05/2021,0.362583
09/05/2021,0.3571959
10/05/2021,0.3638116
11/05/2021,0.356137
12/05/2021,0.3572051
13/05/2021,0.3602584
14/05/2021,0.3551966
15/05/2021,0.3472025
16/05/2021,0.3539888
17/05/2021,-0.2421901
18/05/2021,0.3512028
19/05/2021,0.3492206
20/05/2021,0.3443208
21/05/2021,0.3504206
22/05/2021,0.3461304
23/05/2021,0.3425815
24/05/2021,0.3437788
25/05/2021,0.3327894
26/05/2021,0.3325804
27/05/2021,0.3306828
28/05/2021,0.3301554
29/05/2021,0.3339324
30/05/2021,0.3318025
31/05/2021,0.3293302
01/06/2021,0.3305528
02/06/2021,0.3298964
03/06/2021,0.3279511
04/06/2021,0.3288107
05/06/2021,0.3285902
06/06/2021,0.3282536
07/06/2021,0.3287546
08/06/2021,0.3279823
09/06/2021,0.3275533
10/06/2021,0.3276902
11/06/2021,0.3273199
12/06/2021,0.3245941
13/06/2021,0.3254753
14/06/2021,0.328931
15/06/2021,0.3258329
16/06/2021,0.3270794
17/06/2021,0.3269784
18/06/2021,0.3251025
19/06/2021,0.3256925
20/06/2021,0.3242467
21/06/2021,0.3240193
22/06/2021,0.3233976
23/06/2021,0.3228442
24/06/2021,0.3228148
25/06/2021,0.3418861
26/06/2021,0.3408249
27/06/2021,0.339205
28/06/2021,0.3378359
29/06/2021,0.3370698
30/06/2021,0.340623
01/07/2021,0.3381332
02/07/2021,0.3384808
03/07/2021,0.3369612
04/07/2021,0.3389534
05/07/2021,0.3366074
06/07/2021,0.3351609
07/07/2021,0.3356942
08/07/2021,0.3315013
09/07/2021,0.3322725
10/07/2021,0.3337829
11/07/2021,0.3305207
12/07/2021,0.31978
13/07/2021,0.3233059
14/07/2021,0.3187261
15/07/2021,0.3271789
16/07/2021,0.3111597
17/07/2021,0.3095102
18/07/2021,0.3068726
19/07/2021,0.3043571
20/07/2021,0.3019393
21/07/2021,0.295342
22/07/2021,0.3008743
23/07/2021,0.3020952
24/07/2021,0.30433
25/07/2021,0.3067137
26/07/2021,0.3011168
27/07/2021,0.3041275
28/07/2021,0.3016202
29/07/2021,0.2983055
30/07/2021,0.3001675
31/07/2021,0.2961586
01/08/2021,0.2885518
02/08/2021,0.2868507
03/08/2021,0.2895275
04/08/2021,0.2876841
05/08/2021,0.2869413
06/08/2021,0.2866057
07/08/2021,0.2879104
08/08/2021,0.2906006
09/08/2021,0.2896114
10/08/2021,0.2906063
11/08/2021,0.2888558
12/08/2021,0.291505
13/08/2021,0.2898286
14/08/2021,0.289332
15/08/2021,0.2898864
16/08/2021,0.2895893
17/08/2021,0.2900711
18/08/2021,0.2870499
19/08/2021,0.2942339
20/08/2021,0.2926111
21/08/2021,0.2906258
22/08/2021,0.2833736
23/08/2021,0.2903071
24/08/2021,0.2901455
25/08/2021,0.2887796
26/08/2021,0.2876207
27/08/2021,0.2893063
28/08/2021,0.2884744
29/08/2021,0.2896138
30/08/2021,0.2897344
31/08/2021,0.2869552
01/09/2021,0.2880739
03/09/2021,0.2944225
04/09/2021,0.29272
05/09/2021,0.2919497
06/09/2021,0.2762193
07/09/2021,0.2866861
08/09/2021,0.293621
09/09/2021,0.2910563
10/09/2021,0.2908594
11/09/2021,0.2732625
12/09/2021,0.2662635
13/09/2021,0.2928172
14/09/2021,0.2907469
15/09/2021,0.2880071
16/09/2021,0.2903108
17/09/2021,0.2892148
18/09/2021,0.2878756
19/09/2021,0.2869969
20/09/2021,0.2856422
21/09/2021,0.2865316
22/09/2021,0.2760114
23/09/2021,0.2745691
24/09/2021,0.2622403
25/09/2021,0.2687933
26/09/2021,0.2748972
27/09/2021,0.2746508
28/09/2021,0.2597181
29/09/2021,0.2694005
30/09/2021,0.2729698
01/10/2021,0.2825226
02/10/2021,0.2651997
03/10/2021,0.2890549
04/10/2021,0.2859689
05/10/2021,0.2812918
06/10/2021,0.2822907
07/10/2021,0.2806047
08/10/2021,0.2777955
09/10/2021,0.2815044
10/10/2021,0.280933
11/10/2021,0.2818981
12/10/2021,0.2237212
13/10/2021,0.2772018
14/10/2021,0.2752727
15/10/2021,0.278244
16/10/2021,0.2655597
17/10/2021,0.2659965
18/10/2021,0.2466208
19/10/2021,0.2777672
20/10/2021,0.28005
21/10/2021,0.2803569
22/10/2021,0.278716
23/10/2021,0.277119
24/10/2021,0.2680818
25/10/2021,0.2558517
26/10/2021,0.2743719
27/10/2021,0.2772869
28/10/2021,0.2746149
29/10/2021,0.2690802
30/10/2021,0.2659621
31/10/2021,0.2717831
01/11/2021,0.2799596
02/11/2021,0.2999596
03/11/2021,0.2991394
04/11/2021,0.3003243
