DATE,NDVI_RAW
10/10/2020,0.4938517
11/10/2020,0.498056
12/10/2020,0.49343
13/10/2020,0.50119
14/10/2020,0.4657033
15/10/2020,0.492649
16/10/2020,0.4932092
17/10/2020,0.49714
18/10/2020,0.4937267
19/10/2020,0.490681
20/10/2020,0.4948694
21/10/2020,0.4870356
22/10/2020,0.4883355
23/10/2020,0.4899012
24/10/2020,0.4580917
25/10/2020,0.4703424
26/10/2020,0.488691
27/10/2020,0.4870525
28/10/2020,0.4684402
29/10/2020,0.4777024
30/10/2020,0.4714027
31/10/2020,0.4745765
01/11/2020,0.4399371
02/11/2020,0.4650627
03/11/2020,0.4719653
04/11/2020,0.4749974
05/11/2020,0.5137386
06/11/2020,0.510827
07/11/2020,0.5087907
08/11/2020,0.49442
09/11/2020,0.5061129
10/11/2020,0.5038672
11/11/2020,0.5069156
12/11/2020,0.4647397
13/11/2020,0.5070347
14/11/2020,0.5163649
15/11/2020,0.4843681
16/11/2020,0.5282475
17/11/2020,0.5268878
18/11/2020,0.5273585
19/11/2020,0.5240552
20/11/2020,0.2030912
21/11/2020,0.5967871
22/11/2020,0.5389252
23/11/2020,0.5434694
24/11/2020,0.543748
25/11/2020,0.5448809
26/11/2020,0.623172
27/11/2020,0.5530592
28/11/2020,0.5610853
29/11/2020,0.5587443
30/11/2020,0.5576992
01/12/2020,0.5608006
02/12/2020,0.5585907
03/12/2020,0.5558879
04/12/2020,0.5633427
05/12/2020,0.5999919
06/12/2020,0.5695495
07/12/2020,0.591838
08/12/2020,0.5799708
09/12/2020,0.5738219
10/12/2020,0.5798732
11/12/2020,0.5825517
12/12/2020,0.5836657
13/12/2020,0.5971107
14/12/2020,0.6115784
15/12/2020,0.594762
16/12/2020,0.6253217
17/12/2020,0.5316535
18/12/2020,0.6073253
19/12/2020,0.6039103
20/12/2020,0.5998881
21/12/2020,0.5957789
22/12/2020,0.6004294
23/12/2020,0.5997045
24/12/2020,0.6118082
25/12/2020,0.5992357
26/12/2020,0.5919788
27/12/2020,0.5903788
28/12/2020,0.5849604
29/12/2020,0.5863455
30/12/2020,0.5871408
31/12/2020,0.5891611
01/01/2021,0.5914481
02/01/2021,0.59451
03/01/2021,0.5891867
04/01/2021,0.5831416
05/01/2021,0.5889425
06/01/2021,0.5881155
07/01/2021,0.5817701
08/01/2021,0.5616963
09/01/2021,0.5621173
10/01/2021,0.574393
11/01/2021,0.5709822
12/01/2021,0.5619664
13/01/2021,0.5944932
14/01/2021,0.6552446
15/01/2021,0.6252944
16/01/2021,0.6316442
17/01/2021,0.577105
18/01/2021,0.6941322
19/01/2021,0.6844474
20/01/2021,0.5748602
21/01/2021,0.6147014
22/01/2021,0.6092634
23/01/2021,0.614084
24/01/2021,0.608421
25/01/2021,0.6062544
26/01/2021,0.6147931
27/01/2021,0.617655
28/01/2021,0.6468107
29/01/2021,0.6358499
30/01/2021,0.6932477
31/01/2021,0.6618962
01/02/2021,0.6119434
02/02/2021,0.6118537
03/02/2021,0.6038913
04/02/2021,0.605702
05/02/2021,0.6035509
06/02/2021,0.6354848
07/02/2021,0.6348126
08/02/2021,0.6306165
09/02/2021,0.629688
10/02/2021,0.631435
11/02/2021,0.6318361
12/02/2021,0.6338733
13/02/2021,0.6322952
14/02/2021,0.631291
15/02/2021,0.6533792
16/02/2021,0.6364374
17/02/2021,0.6620671
18/02/2021,0.7058583
19/02/2021,0.5711533
20/02/2021,0.6678653
21/02/2021,0.6515726
22/02/2021,0.6428022
23/02/2021,0.6422119
24/02/2021,0.6506128
25/02/2021,0.656918
26/02/2021,0.6500758
27/02/2021,0.652499
28/02/2021,0.656662
01/03/2021,0.6275638
02/03/2021,0.6607369
03/03/2021,0.6496225
04/03/2021,0.4525954
05/03/2021,0.6453987
06/03/2021,0.6564981
07/03/2021,0.6486892
08/03/2021,0.6611804
